0	7383
0	8503
1	2492
1	13694
1	13149
1	14307
1	6702
2	12246
3	12986
3	86
3	5284
3	2448
4	12246
5	12246
6	6696
6	8949
6	7416
6	12699
7	14090
7	8424
7	5040
7	12656
8	9941
8	13308
8	10324
9	2100
9	7700
10	1349
11	10615
11	6442
12	6844
12	6845
13	7700
13	9651
14	4082
15	2459
15	580
15	11864
16	2040
16	11090
17	12783
17	2040
17	11090
18	5758
18	5912
18	12822
19	8588
19	5941
20	566
21	13221
21	5369
22	13221
22	5369
23	3427
23	7560
23	9946
24	8294
25	2422
25	7173
26	13227
26	11385
27	5709
28	6092
28	471
29	4790
29	10840
30	224
30	509
30	11575
31	9508
32	2018
32	6520
33	13228
33	13930
33	2200
33	6403
33	4471
33	9053
34	6643
34	11920
35	11577
36	9927
36	10358
36	10208
37	935
37	4817
37	10582
37	4040
37	1231
38	86
38	8768
38	746
38	7968
39	4776
39	4775
39	11744
40	13060
40	13059
40	3214
40	6682
41	4817
41	10582
42	12226
42	12772
42	12105
43	1430
43	2304
43	5081
44	5659
44	2165
45	2262
46	14396
46	14395
46	4045
46	12115
46	11417
47	4083
48	1364
48	1342
48	6731
48	6730
48	12391
48	14354
48	9719
48	9717
48	3741
49	5144
49	14331
50	6697
51	10770
51	7462
51	14336
52	7461
53	11805
53	4029
54	14335
54	14334
54	14333
54	14332
55	11488
55	4002
55	7457
56	5677
56	1812
56	7456
57	4587
57	8633
57	7459
57	7460
58	5789
58	2763
58	7458
59	8356
59	6494
59	6491
60	478
60	7650
60	2068
61	11101
61	279
62	1177
62	1819
63	10172
63	760
63	3706
63	10497
64	1605
64	9918
64	1509
65	181
66	3496
66	7771
66	7770
66	1009
67	323
67	9356
68	3000
68	3926
69	3183
69	3173
69	3174
70	2812
71	13271
71	8500
71	1558
71	1557
71	11947
72	3847
72	1411
72	3927
73	9355
74	12477
75	12477
76	2095
76	2988
76	12998
77	8665
77	2976
77	2300
78	9020
78	2939
78	1615
78	12856
78	7180
79	936
79	2429
79	12054
79	13661
80	9236
80	4599
80	4616
80	9545
81	12406
81	2601
81	9461
82	12582
82	4599
82	12870
82	7171
83	7195
83	10950
84	13463
84	13059
