8108	21619	0	1
11912	15221	0	1
11912	20215	0	1
11912	26120	0	1
1196	26444	0	1
1196	26120	0	1
1282	26444	0	1
1282	26120	0	1
8806	15725	0	1
3305	14977	0	1
3305	20682	0	1
1874	16819	0	1
5413	28095	0	1
9460	16764	0	1
8930	28637	0	1
7639	28230	0	1
7639	18162	0	1
7639	26563	0	1
7639	21068	0	1
7639	16983	0	1
7639	24466	0	1
7639	23797	0	1
7639	19592	0	1
7639	19590	0	1
7639	26533	0	1
7639	27597	0	1
7639	25857	0	1
7639	28637	0	1
7639	17509	0	1
8969	15473	0	1
8467	26199	0	1
8467	23429	0	1
8467	28846	0	1
8467	15639	0	1
8467	23389	0	1
8466	27715	0	1
8466	19893	0	1
8466	28154	0	1
8466	20878	0	1
7658	28835	0	1
7652	28836	0	1
7670	28836	0	1
7670	28837	0	1
9050	28837	0	1
8473	15419	0	1
8473	28836	0	1
8473	28837	0	1
7671	17700	0	1
7671	23858	0	1
9235	16842	0	1
9235	25334	0	1
9235	22051	0	1
9236	18692	0	1
9236	26541	0	1
9236	16842	0	1
9236	16979	0	1
9236	25424	0	1
9236	19902	0	1
9236	22077	0	1
9236	19744	0	1
9236	23830	0	1
9236	18371	0	1
9236	25354	0	1
9236	19024	0	1
12266	15954	0	1
9238	28664	0	1
9238	17361	0	1
9238	19857	0	1
9238	21512	0	1
9238	14981	0	1
9238	25530	0	1
9238	24730	0	1
9238	19865	0	1
9238	26340	0	1
9231	27212	0	1
9231	17164	0	1
9231	17165	0	1
9231	26935	0	1
9231	16717	0	1
9231	16722	0	1
9232	21657	0	1
9232	20403	0	1
9232	19712	0	1
9233	27751	0	1
1126	25316	0	1
9240	28223	0	1
9240	25316	0	1
9241	25895	0	1
10021	25895	0	1
10020	22997	0	1
10019	22999	0	1
10018	24237	0	1
10018	25881	0	1
10018	16405	0	1
10025	15890	0	1
10025	27387	0	1
10025	26920	0	1
2344	24730	0	1
10023	25738	0	1
10022	26690	0	1
10022	25477	0	1
10022	28443	0	1
10013	20259	0	1
10013	15617	0	1
10012	22997	0	1
10767	26674	0	1
10768	14946	0	1
10765	18771	0	1
10766	19165	0	1
10763	22399	0	1
10764	17455	0	1
10761	25755	0	1
10762	28769	0	1
10762	18214	0	1
10759	23764	0	1
10760	20890	0	1
11551	23764	0	1
11551	23756	0	1
11550	23756	0	1
10560	23756	0	1
11554	23756	0	1
11537	23764	0	1
11536	23764	0	1
11539	23756	0	1
11548	23756	0	1
11535	17853	0	1
11534	23155	0	1
11534	18024	0	1
11534	17033	0	1
12278	17040	0	1
12279	28203	0	1
12280	22950	0	1
12280	27673	0	1
12280	18719	0	1
12280	14871	0	1
12280	14861	0	1
12280	21800	0	1
12280	15127	0	1
12281	27670	0	1
12281	27673	0	1
12281	18719	0	1
12281	20039	0	1
12281	23226	0	1
12282	27712	0	1
12283	28536	0	1
12283	19277	0	1
12283	18274	0	1
12283	16217	0	1
12283	17853	0	1
12284	17277	0	1
12284	26501	0	1
12285	16991	0	1
12285	18425	0	1
12285	27143	0	1
12286	17545	0	1
12286	20465	0	1
1600	21639	0	1
1600	17881	0	1
13085	28661	0	1
13085	15276	0	1
13085	15023	0	1
13085	19911	0	1
13085	16912	0	1
13084	20041	0	1
13084	23974	0	1
13083	20709	0	1
13083	16991	0	1
13083	18425	0	1
13082	25673	0	1
5161	25691	0	1
5161	18747	0	1
5161	17611	0	1
5161	25313	0	1
13080	25673	0	1
13080	15642	0	1
13080	15641	0	1
13079	17741	0	1
13078	26448	0	1
13078	27929	0	1
13078	16550	0	1
6200	19593	0	1
13092	17826	0	1
13851	26680	0	1
13851	19624	0	1
13851	23502	0	1
13851	15265	0	1
13851	15275	0	1
13851	22233	0	1
13851	24626	0	1
13851	22140	0	1
13851	15259	0	1
13851	23256	0	1
13851	22812	0	1
13852	23901	0	1
13849	22120	0	1
13849	23618	0	1
13849	19987	0	1
13849	26092	0	1
13849	15462	0	1
13849	17311	0	1
11923	26604	0	1
13855	17154	0	1
13855	15117	0	1
13855	27107	0	1
13855	20394	0	1
13855	19988	0	1
13855	28454	0	1
13855	28453	0	1
13855	23754	0	1
13855	23397	0	1
13855	23019	0	1
13855	20511	0	1
13855	20510	0	1
13855	24612	0	1
13855	23880	0	1
13855	19044	0	1
13855	19043	0	1
13855	19046	0	1
13855	18777	0	1
13855	18241	0	1
13855	19393	0	1
13855	17844	0	1
13855	17480	0	1
13855	26604	0	1
13855	22224	0	1
13855	25989	0	1
13856	16633	0	1
13853	19387	0	1
13853	24422	0	1
13853	24588	0	1
13853	17152	0	1
13853	26685	0	1
13853	20204	0	1
13853	20203	0	1
13853	16088	0	1
13853	19220	0	1
13853	24400	0	1
13853	24399	0	1
13853	25539	0	1
13853	28091	0	1
13853	28767	0	1
13853	16940	0	1
13853	25747	0	1
13853	14560	0	1
13853	26133	0	1
13853	20490	0	1
13853	15879	0	1
13853	15876	0	1
13853	24933	0	1
13853	17963	0	1
13853	26218	0	1
13853	15163	0	1
13853	23028	0	1
13853	25767	0	1
13853	26577	0	1
13853	26086	0	1
13853	25684	0	1
13853	21029	0	1
13853	20353	0	1
13853	19882	0	1
13853	15778	0	1
13853	17914	0	1
13853	27198	0	1
13853	19813	0	1
13853	27388	0	1
13853	19791	0	1
13853	22574	0	1
13853	24416	0	1
13853	21879	0	1
13853	21866	0	1
13853	22068	0	1
13853	20813	0	1
13853	15286	0	1
13853	14542	0	1
13853	26550	0	1
13853	18832	0	1
13853	17092	0	1
13853	27779	0	1
13853	22944	0	1
13853	25946	0	1
13853	23862	0	1
13853	24201	0	1
13853	16611	0	1
13853	22726	0	1
13853	19181	0	1
13853	19568	0	1
13853	28737	0	1
13853	18275	0	1
13853	16720	0	1
13853	16547	0	1
13853	16541	0	1
13853	15932	0	1
13853	14751	0	1
13853	14947	0	1
13853	21230	0	1
13853	22475	0	1
